Adelidae,Adela ridingsella
Tortricidae,Paralobesia viteana
Tortricidae,Paralobesia yaracana
Tortricidae,Pelochrista agricolana
Tortricidae,Pelochrista albiguttana
Tortricidae,Pelochrista argenteana
Tortricidae,Pelochrista aurilineana
Tortricidae,Pelochrista cataclystiana
Tortricidae,Pelochrista comatulana
Tortricidae,Pelochrista consobrinana
Tortricidae,Pelochrista corosana
Tortricidae,Pelochrista costastriata
Tortricidae,Pelochrista derelicta
Tortricidae,Pelochrista dorsisignatana
Tortricidae,Pelochrista graciliana
Tortricidae,Pelochrista heathiana
Tortricidae,Pelochrista matutina
Tortricidae,Pelochrista milleri
Tortricidae,Pelochrista morrisoni
Tortricidae,Pelochrista nandana
Tortricidae,Pelochrista palabundana
Tortricidae,Pelochrista pallidipalpana
Tortricidae,Pelochrista quinquemaculana
Tortricidae,Pelochrista ridingsana
Tortricidae,Pelochrista robinsonana
Tortricidae,Pelochrista rorana
Tortricidae,Pelochrista scintillana
Tortricidae,Pelochrista seamansi
Tortricidae,Pelochrista similiana
Tortricidae,Pelochrista vagana
Tortricidae,Pelochrista wandana
Tortricidae,Pelochrista womonana
Tortricidae,Pelochrista zomonana
Tortricidae,Phaecasiophora niveiguttana
Tortricidae,Phalonidia lepidana
Tortricidae,Phtheochroa baracana
Tortricidae,Phtheochroa birdana
Tortricidae,Phtheochroa riscana
Tortricidae,Phtheochroa terminana
Tortricidae,Platphalonia lavana
Tortricidae,Platynota exasperatana
Tortricidae,Platynota flavedana
Tortricidae,Platynota idaeusalis
Tortricidae,Platynota nigrocervina
Tortricidae,Platynota semiustana
Tortricidae,Poterioparvus wiscana
Tortricidae,Pristerognatha agilana
Tortricidae,Proteoteras aesculana
Tortricidae,Proteoteras crescentana
Tortricidae,Proteoteras moffatiana
Tortricidae,Proteoteras naracana
Tortricidae,Proteoteras obnigrana
Tortricidae,Proteoteras willingana
Tortricidae,Pseudexentera cressoniana
Tortricidae,Pseudexentera faracana
Tortricidae,Pseudexentera haracana
Tortricidae,Pseudexentera hodsoni
Tortricidae,Pseudexentera mali
Tortricidae,Pseudexentera maracana
Tortricidae,Pseudexentera sepia
Tortricidae,Pseudexentera spoliana
Tortricidae,Pseudexentera vaccinii
Tortricidae,Pseudexentera virginiana
Tortricidae,Pseudogalleria inimicella
Tortricidae,Pseudosciaphila duplex
Tortricidae,Retinia gemistrigulana
Tortricidae,Rhopobota dietziana
Tortricidae,Rhopobota finitimana
Tortricidae,Rhopobota naevana
Tortricidae,Rhyacionia buoliana
Tortricidae,Rolandylis maiana
Tortricidae,Rudenia leguminana
Tortricidae,Sereda tautana
Tortricidae,Sonia canadana
Tortricidae,Sonia fulminana
Tortricidae,Sonia paraplesiana
Tortricidae,Sparganothis boweri
Tortricidae,Sparganothis caryae
Tortricidae,Sparganothis distincta1
Tortricidae,Sparganothis flavibasana
Tortricidae,Sparganothis pulcherrimana
Tortricidae,Sparganothis sulfureana
Tortricidae,Sparganothis tristriata
Tortricidae,Sparganothis umbrana
Tortricidae,Sparganothis unifasciana
Tortricidae,Sparganothis xanthoides
Tortricidae,Spilonota ocellana
Tortricidae,Strepsicrates smithiana
Tortricidae,Suleima cinerodorsana
Tortricidae,Suleima helianthana
Tortricidae,Syndemis afflictana
Tortricidae,Talponia plummeriana
Tortricidae,Taniva albolineana
Tortricidae,Thyraylia bana
Tortricidae,Thyraylia bunteana
Tortricidae,Thyraylia hollandana
Tortricidae,Xenotemna pallorana
Tortricidae,Zeiraphera canadensis
Tortricidae,Zeiraphera claypoleana
Tortricidae,Zeiraphera improbana
Tortricidae,Zomaria interruptolineana
Uraniidae,Calledapteryx dryopterata
Uraniidae,Callizzia amorata
Yponomeutidae,Yponomeuta cagnagella
Yponomeutidae,Yponomeuta multipunctella
Ypsolophidae,Ypsolopha dentella
Zygaenidae,Acoloithus falsarius
Zygaenidae,Harrisina americana
